#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 318
21030000	10.83337122
18460000	10.67757576
16340000	10.22767698
14310000	9.846497994
13050000	9.613604877
12300000	9.485509105
11630000	9.286742857
10260000	9.143763214
9290000	9.124855961
7920000	8.878863495
6360000	8.594898378
4990000	8.083260298
3000000	6.948877518
1950000	5.922515542
1530000	5.356277114
1500000	5.311247042
1210000	4.84371808
910000	4.235104457
710000	3.719471947
510000	3.11871245
310000	2.305628387
290000	2.1382263
250000	1.972231925
220000	1.819725071
192000	1.654250447
161000	1.4779197
140000	1.430358232
131000	1.294814815
102000	1.090849702
72000	0.856004875
60000	0.776742972
41000	0.578402367
30000	0.534301997

