#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 338
18920000	8.165186945
18800000	8.461245719
15980000	8.097921621
14410000	8.310442982
13170000	8.043696163
11180000	8.222485283
9620000	7.963673986
7730000	7.66465874
5950000	7.186650246
5620000	7.12944968
3990000	6.345087571
3050000	5.753169208
1990000	4.806186216
1500000	4.201942786
1010000	3.426829268
750000	2.906370996
600000	2.493635326
500000	2.278734499
470000	2.141830924
260000	1.483806198
250000	1.423570493
220000	1.300466821
191000	1.177481249
161000	1.046593732
131000	0.902844944
115000	0.86654471
101000	0.747169483
70000	0.572622416
61000	0.540493494
31000	0.321139626
